Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,BinaryLabel,Label
444.0089,8.122438e+07,1118.5322,965.05585,310617.0,1.5200291e+06,1689.1519,3.9607391,246.85794,251.49472,3029.756,3.640871,815.58057,566.93445,35294.86,2776.6377,1.5206134e+06,4.952741e+06,3.1782694e+07,9074.532,7.985188e+07,2.7557872e+06,5.07571e+06,2.9602666e+07,575307.9,8.090714e+07,2.0136158e+06,5.726557e+06,2.7405608e+07,274.66855,0.42894053,-0.008609615,-0.017918976,-0.028624075,30837.598,23736.908,2049.1643,9.274029,3.8376272,3943.9636,520.1648,723.1599,1.5124612e+06,0.0009116791,0.4401237,-0.017317325,0.17743477,0.8334727,0.037457656,-0.0036737453,-0.0028275326,0.50814486,498.4841,232.69693,850.4616,28997.418,-0.0014327858,0.014312975,0.010583241,-0.014965497,0.0035990886,0.019619767,1099.5637,239570.78,928.7204,1.3447158e+06,2492.6194,1448.7357,662.83295,22.105732,3.801058e+06,1.5485274e+06,4.5640775e+06,2.6956542e+06,1.9370422e+07,6.2860515e+06,2.576364e+07,1.4992632e+07,0.97465056,Synthetic_Attack
443.9752,8.80379e+07,1355.7844,1170.3104,299217.1,1.849421e+06,2057.425,3.7277925,228.26016,242.18279,3458.9797,3.55168,922.0841,627.6017,35941.64,1093.098,1.3950011e+06,4.884007e+06,2.8206118e+07,5765.6133,8.337558e+07,2.929489e+06,4.683018e+06,2.6732144e+07,1.4557084e+06,8.7012984e+07,1.6610984e+06,5.645894e+06,2.8494294e+07,275.64853,0.3789682,0.010117851,-0.00083390996,0.00095608085,34550.562,27047.334,2156.8838,9.845134,3.6914418,4253.1924,537.66254,872.3183,1.4341164e+06,0.023230668,0.3817435,0.014576655,0.1314574,0.89200735,0.017790403,-0.004210243,-0.004827708,0.45530194,489.0313,226.95622,991.86096,34911.67,0.021674138,-0.04229115,-0.015158588,-0.008141138,0.018075082,-0.0065761544,1306.5804,319365.22,1190.0522,1.8275819e+06,2492.8962,1446.1155,693.4963,23.257387,3.4626272e+06,1.5008545e+06,4.1551675e+06,2.1461042e+06,1.9388902e+07,6.7123755e+06,2.543302e+07,1.4867157e+07,1.0046091,Synthetic_Attack
443.9909,8.241225e+07,1150.2372,996.56036,306945.38,1.5114629e+06,1809.1111,3.9308257,247.28517,246.23093,3187.2437,3.7732842,933.493,531.05786,38802.367,3401.521,1.3891631e+06,4.90021e+06,3.1261048e+07,9009.002,8.111137e+07,2.0326958e+06,4.874555e+06,2.6939318e+07,725181.25,7.955455e+07,1.6785754e+06,5.9503045e+06,2.59702e+07,271.43915,0.41377193,-0.0023215897,-0.026452081,0.009431375,29357.96,24620.957,3408.723,9.475336,4.026762,4287.221,480.41602,754.1833,1.3375058e+06,-0.011082895,0.44016224,0.0034407645,0.1616241,0.82050794,0.033702146,0.009616062,-0.037139073,0.5001925,520.6633,239.17099,861.9806,26863.215,-0.025154665,0.017695455,0.008938223,0.025334585,-0.035569895,0.023966236,1211.8469,275115.06,922.4432,1.379337e+06,2293.4236,1426.3552,651.88165,22.560234,3.191523e+06,1.0757486e+06,4.100052e+06,2.5009188e+06,2.0534686e+07,6.633847e+06,2.7154592e+07,1.5724578e+07,1.000132,Synthetic_Attack
443.98355,8.622421e+07,1300.6599,1092.7521,280385.4,1.7637251e+06,1939.4836,3.768597,221.67111,243.95863,3636.8179,3.689342,981.00525,552.6615,27177.324,3023.8018,1.7463211e+06,5.5711575e+06,2.9185454e+07,4405.8438,8.270066e+07,2.996708e+06,5.388105e+06,2.7323008e+07,1.3126149e+06,8.6307656e+07,1.7267038e+06,6.2442645e+06,2.7640432e+07,283.1272,0.421655,0.017634608,-0.009821605,0.035921782,31416.447,24460.943,1520.0151,10.187541,3.7354937,4022.3225,492.5089,766.2243,1.5768918e+06,-0.040719263,0.42972547,0.015811456,0.13919422,0.8484469,0.03141406,0.016973486,0.023141056,0.4709528,523.6675,214.53334,928.8074,32461.393,-0.04550115,0.011605252,0.015606564,-0.026372865,-0.006475847,0.0068248846,1146.793,247362.4,1118.9745,1.9011785e+06,2559.947,1363.4994,693.9336,22.80051,3.2074248e+06,1.3659338e+06,4.3921535e+06,2.305874e+06,1.8447528e+07,7.355938e+06,2.7515352e+07,1.4944016e+07,1.0177076,Synthetic_Attack
443.94678,8.543427e+07,1092.7662,982.2323,335449.78,1.3897795e+06,1859.3368,3.890765,235.14851,258.97778,2887.3472,3.690026,997.20123,568.30634,34030.465,1607.8269,1.7226046e+06,5.678939e+06,2.933485e+07,2507.9443,7.642243e+07,2.864877e+06,6.1214405e+06,3.2847498e+07,1.8479394e+06,8.432122e+07,1.9536324e+06,6.2172205e+06,2.868455e+07,266.87814,0.43823075,0.03514705,-0.0023376048,0.048559092,26819.217,21665.318,1511.2914,8.785221,3.5922332,3531.712,535.91547,756.9027,1.5903428e+06,-0.002654329,0.4124,-0.0004348252,0.16754244,0.85698265,0.019494038,-0.024763204,0.028166488,0.50428915,458.41287,224.61716,1067.9066,33423.117,-0.014499071,-0.00384387,0.046586804,-0.02421274,0.0056749918,0.032711133,1228.093,239388.94,1041.4592,1.1022128e+06,3036.1292,1387.9553,634.75494,22.44182,3.67479e+06,1.5528351e+06,4.796991e+06,1.8909934e+06,2.108772e+07,6.5853275e+06,2.9866278e+07,1.6328809e+07,1.003985,Synthetic_Attack
444.00525,8.502565e+07,1271.6503,1057.8333,250942.06,1.5752876e+06,1745.9084,3.703223,242.82797,262.95053,3540.9993,3.6965766,986.7824,573.97485,39473.98,1836.2095,1.077952e+06,5.24793e+06,2.8464894e+07,2380.5002,8.357927e+07,1.8089479e+06,4.759003e+06,2.6360486e+07,1.1251206e+06,8.1346e+07,1.7579716e+06,5.892015e+06,2.5188568e+07,281.84488,0.4539113,0.027704962,0.0065963427,0.0010146629,30186.637,27171.52,1600.5668,9.961275,3.8758936,4324.306,491.844,820.8089,1.5598925e+06,-0.01979145,0.43949804,0.013787717,0.15939577,0.84056705,0.015034828,-0.02516683,-0.008040313,0.4763049,499.81744,260.10156,839.35876,32828.85,-0.0014320705,-0.0034769364,0.014024921,0.025888104,0.005804401,0.008057818,1127.1694,239732.5,1006.42035,1.5002821e+06,2328.863,1486.3348,636.76666,23.141699,3.178163e+06,1.1971404e+06,3.4805212e+06,2.4010725e+06,2.1606712e+07,5.830016e+06,2.472335e+07,1.7341084e+07,0.98094845,Synthetic_Attack
443.99524,8.5237896e+07,1216.1404,1059.7144,291870.0,1.6338578e+06,1824.6692,3.98952,236.9117,243.4587,3509.6384,3.8039694,891.6655,551.31415,35684.066,2685.5527,1.6091579e+06,5.00107e+06,3.1231512e+07,8114.445,8.152649e+07,2.5032675e+06,4.946607e+06,2.6604674e+07,1.04341925e+06,8.219647e+07,1.664474e+06,5.8577065e+06,2.9413622e+07,285.6603,0.40689576,0.0029438883,0.010748471,-0.013241394,32394.785,25372.998,2407.604,9.763652,3.918657,4457.2812,473.96405,769.5507,1.3768844e+06,-0.011401184,0.41550094,-0.0024148594,0.15026495,0.8434482,0.033826515,0.0019091684,0.00617186,0.47211796,484.9349,231.15799,816.82117,29392.773,0.0009011943,-0.016876433,0.008447543,0.016096987,-0.013827082,0.010594344,1195.9453,299486.72,982.0777,1.7709555e+06,2406.0469,1439.4828,599.2443,22.668707,3.3274468e+06,1.1326252e+06,4.1250462e+06,2.403635e+06,2.1832076e+07,6.7919195e+06,2.5913452e+07,1.5079508e+07,0.99962306,Synthetic_Attack
443.9991,8.14527e+07,1264.2236,1075.1332,283421.9,1.5620741e+06,1932.6046,3.9426324,240.42307,245.14996,3486.8594,3.691524,971.4911,558.49744,32979.406,2979.163,1.5293038e+06,5.0122005e+06,2.8743264e+07,8246.504,8.211533e+07,2.5682085e+06,4.7868995e+06,2.57424e+07,746555.25,8.2766e+07,1.6212032e+06,5.467777e+06,2.5828878e+07,273.77838,0.41607612,0.021244474,-0.010817481,-0.009321345,33498.523,25550.496,2556.3247,9.316352,3.972234,3996.0068,474.2812,786.88904,1.4930095e+06,-0.017085232,0.43819085,0.012382681,0.13830197,0.86232495,0.033332825,0.018583588,0.010061204,0.48243594,506.63394,236.42102,949.8024,30158.197,-0.022966862,-0.0051992945,0.015457887,0.021449491,-0.006442517,0.014067782,1258.5043,286808.97,1096.5253,1.7053989e+06,2406.7986,1419.8765,704.9381,22.757109,3.1898698e+06,1.2463486e+06,4.560772e+06,2.2938872e+06,1.7401742e+07,6.9844e+06,2.6678794e+07,1.4780554e+07,0.97985196,Synthetic_Attack
443.99387,9.0536104e+07,1396.9072,1231.1567,364204.3,1.9791008e+06,2041.9634,3.6419966,225.80765,247.2155,3992.0767,3.3733807,879.8113,664.13934,30017.404,840.8086,1.3873931e+06,4.3917025e+06,2.7758088e+07,6578.889,8.679162e+07,2.5177035e+06,4.6567215e+06,2.394097e+07,1.7553612e+06,8.829601e+07,1.5791008e+06,5.787457e+06,2.850778e+07,268.8035,0.41281953,-0.03458228,0.014149567,0.015356446,33761.9,26759.756,1463.1738,10.3462925,3.7696178,4577.301,554.3679,857.27576,1.4480282e+06,0.004267741,0.39861354,-0.010149565,0.1299843,0.87953764,0.004027322,0.01642683,0.022656843,0.43588224,522.0005,229.70424,968.66785,37908.645,0.008563977,-0.020710237,0.02063987,-0.0071700737,0.0222443,0.005649291,1306.7714,295193.16,1186.999,2.1724948e+06,1765.5636,1420.8447,801.1941,23.67469,3.122933e+06,1.3266474e+06,4.279271e+06,2.285007e+06,2.1284436e+07,6.4470985e+06,2.3771788e+07,1.4384556e+07,0.9927659,Synthetic_Attack
443.985,8.5145736e+07,1159.8788,1067.7987,290116.56,1.741992e+06,1990.9565,3.9288142,234.01439,262.80737,3028.0718,3.677232,949.6723,540.66113,35840.625,1958.0618,1.3885271e+06,5.4735285e+06,2.734084e+07,3151.1748,7.889618e+07,2.9850588e+06,5.0598785e+06,2.8076324e+07,1.1630162e+06,8.345892e+07,1.6982454e+06,5.4082065e+06,2.4899992e+07,272.65234,0.43951395,-0.022046207,0.016175425,-0.00064451434,28421.549,22946.459,1298.5757,8.980478,3.8143244,4223.5317,517.41547,740.142,1.6268679e+06,-0.000385236,0.45726314,0.009785992,0.13135538,0.8646969,0.026444938,-0.01272081,0.0004260093,0.520135,513.1319,249.65126,1051.7075,30524.412,-0.018173952,-0.021724142,0.0037971847,0.046205327,-0.012529582,0.03328982,1222.1351,234609.5,1149.5365,1.2594886e+06,2543.7725,1369.0814,747.2766,22.884357,3.5833112e+06,1.448437e+06,4.9040785e+06,2.156974e+06,1.856548e+07,6.351539e+06,2.7228646e+07,1.7147606e+07,0.9588568,Synthetic_Attack
444.0155,8.850059e+07,1242.3523,1111.7648,292710.66,1.7723922e+06,1850.8474,3.7724307,217.5752,261.76532,3501.3647,3.579496,840.08105,576.0049,26043.172,2031.8403,1.4113306e+06,5.181276e+06,2.9176624e+07,3335.77,8.5242024e+07,2.8597235e+06,5.553272e+06,2.9084036e+07,1.4052634e+06,8.449185e+07,1.9917094e+06,5.750492e+06,2.8640482e+07,278.0946,0.45878825,0.0036693737,-0.0050052926,-0.0017592981,30037.723,28481.883,1409.9895,9.988907,3.705328,4291.4146,498.97974,776.2336,1.4491715e+06,-0.008208469,0.4309955,0.008728228,0.14288563,0.8393561,0.015344692,-0.017752122,-0.009853844,0.47235024,498.1094,237.33894,841.2714,35509.54,-0.004386876,-0.0049219914,0.004260352,0.0024735108,0.0038063414,-0.011634208,1236.2576,274488.34,1108.9888,1.8729226e+06,2226.3914,1346.4408,629.3648,23.342083,3.13732e+06,1.3581611e+06,3.5771572e+06,1.9787141e+06,2.2845544e+07,7.0034495e+06,2.7266352e+07,1.5870466e+07,0.98261976,Synthetic_Attack
444.00485,8.763489e+07,1137.2487,1166.811,322624.75,1.6981932e+06,1846.4148,3.7467892,230.66396,242.5018,3652.3367,3.4542518,860.5908,585.1527,33658.875,1941.9473,1.4510789e+06,4.742244e+06,3.0217414e+07,6121.5293,8.602446e+07,2.219354e+06,4.7719545e+06,2.592048e+07,1.00298256e+06,8.478751e+07,1.6876935e+06,5.4367915e+06,2.8220572e+07,274.75705,0.4474697,-0.015575036,-0.00062481314,-0.034655206,32947.17,28280.113,1906.7616,10.665094,4.1270795,4316.122,524.1148,806.9446,1.549566e+06,-0.004117675,0.4065055,0.025220696,0.14975628,0.85340786,0.02313156,-0.019766536,0.012559198,0.4764324,502.04803,237.20952,911.96844,31715.31,-0.0042364374,-0.039784856,0.011455011,0.029560216,0.005446207,0.02544409,1267.5482,339682.94,1071.7366,1.8612275e+06,2266.9153,1435.4983,708.12115,22.808931,3.1372948e+06,1.0869975e+06,4.461445e+06,2.266798e+06,2.0993934e+07,7.2400045e+06,2.642261e+07,1.472636e+07,0.99338865,Synthetic_Attack
443.9828,8.253477e+07,954.4814,596.569,224346.47,1.2602368e+06,1356.5198,4.261544,243.0048,250.13077,2794.8127,3.5393636,835.51447,426.06903,19604.844,2178.7659,2.0899534e+06,6.1569075e+06,3.0329066e+07,6072.3394,7.661347e+07,3.4892138e+06,6.5404115e+06,3.3796876e+07,2.343061e+06,8.151416e+07,1.924463e+06,6.87511e+06,3.1828512e+07,240.05264,0.49344853,0.075257316,0.021244287,0.011273922,27069.936,20220.893,2040.322,7.3941717,3.7072663,3394.872,453.3291,552.41016,1.4191498e+06,0.0006657578,0.52408934,0.043275982,0.2072277,0.81914175,-0.00039927475,0.087232165,0.04619041,0.5960777,498.7093,219.64343,1001.51636,30510.973,-0.020111453,-0.047513798,0.046057783,-0.01868485,0.052691128,0.016854139,1157.223,245146.62,843.8692,975165.44,2678.2832,1422.5911,446.55817,22.10811,3.316214e+06,1.4352199e+06,5.473886e+06,1.9997014e+06,2.5560984e+07,8.497692e+06,3.2252062e+07,1.638101e+07,1.0111488,Synthetic_Attack
444.00623,8.584618e+07,1163.1377,1025.8705,256342.05,1.6341621e+06,1751.9132,3.8298748,222.25041,248.38182,3129.794,3.7170944,891.3917,531.268,26086.646,2521.481,1.807507e+06,5.5876425e+06,3.3042224e+07,5032.54,8.206024e+07,3.081245e+06,5.594505e+06,3.0090996e+07,1.3840948e+06,8.404427e+07,1.897611e+06,6.2906075e+06,3.0112536e+07,279.1354,0.45409983,-0.0010450631,-0.013814995,0.010482101,27815.365,25872.865,1605.3228,9.507305,3.743374,3966.028,485.39786,726.4447,1.4608071e+06,-0.009235047,0.4281661,-0.002466967,0.15831071,0.843235,0.028632963,0.0005401699,-0.010691278,0.50338024,471.6266,224.50937,863.73157,29119.584,-0.02914873,0.019774873,0.0008923225,0.00802619,-0.017978296,-0.023494255,1169.606,262258.78,1022.3141,1.5253942e+06,2971.2856,1401.2635,572.4961,22.588589,3.3753725e+06,1.3992801e+06,4.2498385e+06,2.0936086e+06,2.1389074e+07,7.657923e+06,2.812912e+07,1.6326522e+07,1.024381,Synthetic_Attack
444.0176,9.028716e+07,1253.5977,1140.621,343947.12,1.9135116e+06,1956.6233,3.7580454,224.1734,249.40837,3734.163,3.4539769,863.87537,591.3883,24607.006,1376.4028,1.7241214e+06,4.9532455e+06,2.9278578e+07,6879.0693,8.431655e+07,3.240788e+06,5.281121e+06,2.7289418e+07,1.7938268e+06,8.69782e+07,1.7500488e+06,5.662027e+06,3.0208352e+07,266.35486,0.44306657,-0.015193727,0.008278305,0.0018135775,31836.885,26928.773,1159.1016,9.82361,3.79903,4383.8804,531.8887,773.1753,1.5391226e+06,0.012125049,0.41543314,-0.0038228286,0.144672,0.86884415,0.0107037015,0.026811324,0.004866466,0.48178238,515.80035,222.42642,1000.9965,35308.4,-0.011623466,0.0019384585,0.021498162,0.003527306,-0.0010993071,-0.0021960884,1325.4542,303903.7,1129.1215,2.0601582e+06,2211.6548,1357.1542,695.8768,23.309067,3.2385218e+06,1.4582931e+06,4.599399e+06,2.0170975e+06,2.145695e+07,7.553263e+06,2.7261082e+07,1.4787225e+07,0.9908697,Synthetic_Attack
443.9841,8.900513e+07,1362.1748,1114.6437,282335.72,1.6993161e+06,1968.2399,3.770088,228.02376,237.64835,3703.0254,3.774222,956.92413,568.3735,34428.066,2092.32,1.732026e+06,4.9554115e+06,2.9864456e+07,7123.7812,8.426002e+07,2.9300535e+06,5.081828e+06,2.7373756e+07,1.1707435e+06,8.607611e+07,1.6751818e+06,6.097131e+06,2.913863e+07,289.63812,0.39730427,0.028187618,0.016961873,0.011979779,34204.02,27981.426,2694.5508,10.16424,3.784343,4483.762,493.5287,876.0121,1.3436425e+06,-0.014780767,0.38268378,0.008261496,0.13336249,0.86419886,0.027743466,0.0023848452,-0.0181401,0.45376262,482.84113,220.58145,864.2231,33561.086,0.0024470799,0.013927074,-0.0034883283,-0.0030022115,-0.018862776,0.010243444,1249.1355,314790.78,1122.1954,2.0244742e+06,2652.52,1423.2621,601.30304,23.02441,3.097591e+06,1.3560866e+06,3.5353445e+06,2.1547265e+06,2.007624e+07,7.5721815e+06,2.6773614e+07,1.5372306e+07,1.0049709,Synthetic_Attack
444.01166,9.15544e+07,1273.103,1288.0294,321215.9,1.8767694e+06,2145.7732,3.717103,224.26537,249.10864,3763.554,3.286466,1024.4825,660.0164,27764.303,303.0569,1.2724562e+06,4.825151e+06,2.8124392e+07,4724.074,8.640749e+07,2.5853982e+06,5.38548e+06,2.8064358e+07,1.0683041e+06,9.19003e+07,1.700694e+06,6.0287235e+06,2.746687e+07,259.09894,0.38422608,-0.0633091,-0.016650321,0.04181768,29646.225,26541.79,511.20093,10.189098,3.8099751,3846.3853,592.5224,858.70496,1.7691389e+06,0.019801144,0.3953164,-0.0024131208,0.121705055,0.8854397,-0.0012809113,0.0009384686,-0.017929561,0.46090415,513.8119,219.73834,888.42755,36538.434,-0.017323215,0.019487493,0.0023756456,0.015270885,0.01620851,-0.021260697,1374.2319,224168.19,1302.7948,2.0883922e+06,1920.2897,1317.6356,768.16925,23.720089,3.1667925e+06,1.5544402e+06,4.300826e+06,2.2679588e+06,1.9165506e+07,6.9024275e+06,2.8244702e+07,1.7072434e+07,1.0706817,Synthetic_Attack
444.0315,8.721209e+07,1130.999,1018.06903,302688.94,1.7086909e+06,1816.9849,3.8620126,225.94641,248.57393,3160.0566,3.5619082,874.6538,525.091,27307.059,1905.6067,1.8828159e+06,5.568456e+06,3.0294394e+07,5566.8955,8.107821e+07,3.1211012e+06,5.279334e+06,3.0158852e+07,1.800777e+06,8.387202e+07,1.825994e+06,6.038707e+06,2.9006606e+07,266.22025,0.44759837,-0.015214205,0.0025590323,-0.011070251,30335.133,23793.207,1218.0186,9.246581,3.7571595,3937.2878,526.76935,699.09644,1.5497612e+06,-0.005932573,0.42017478,-0.024789825,0.15534577,0.84504074,0.021324085,0.017463747,0.0061212927,0.52618223,510.07523,221.18187,945.0159,30703.94,-0.0013823211,0.019646471,-0.009332221,0.008826971,-0.00268773,0.0041927323,1196.8529,291616.28,1020.963,1.4425389e+06,2785.1487,1376.4735,637.2312,22.641487,3.624371e+06,1.3501472e+06,4.9177295e+06,2.071653e+06,2.1874024e+07,7.4278425e+06,2.8592596e+07,1.502462e+07,1.0175446,Synthetic_Attack
443.96744,8.21383e+07,1145.8738,1003.271,273663.22,1.5707674e+06,1654.3937,3.8008678,231.75955,260.1647,2905.682,3.686727,924.18634,584.6399,26703.09,3363.534,1.7238075e+06,5.893284e+06,3.341552e+07,6066.4854,7.981312e+07,2.993554e+06,5.279895e+06,2.9504294e+07,1.4775012e+06,8.275695e+07,1.9332056e+06,5.9944375e+06,2.939488e+07,277.41885,0.44726443,0.012267418,-0.005293807,0.028395867,26191.656,27686.908,2352.62,8.741148,3.6639326,3911.9922,494.4926,687.95105,1.4007952e+06,0.03350078,0.43447906,-0.008099223,0.15727787,0.8183044,0.028338717,-0.019499326,0.015384309,0.5216946,524.83575,235.97949,876.7639,27278.266,-0.0038806926,0.020774944,0.03194497,-0.018384144,-0.0043985285,-0.021751534,1080.6302,245647.92,980.7815,1.2066956e+06,2492.9355,1415.1029,602.73236,22.596876,3.154001e+06,1.369441e+06,4.319753e+06,2.0688482e+06,2.1354804e+07,6.948349e+06,2.9049272e+07,1.794746e+07,1.0107266,Synthetic_Attack
443.98038,8.244335e+07,1118.2725,993.35815,264940.66,1.417603e+06,1643.2933,3.9889827,238.07666,251.5068,3048.31,3.7152314,873.7328,550.6483,34229.613,3343.4648,1.7176238e+06,5.560173e+06,3.3324578e+07,7470.8926,7.857803e+07,2.6488832e+06,5.3339815e+06,2.954092e+07,940674.7,8.110423e+07,1.91853e+06,5.937563e+06,2.9581692e+07,285.25015,0.42132387,-0.0045269243,0.01705704,0.0076597314,28195.535,24952.088,2489.3245,9.172037,3.921327,4270.046,486.70462,705.24146,1.4162794e+06,-0.0060276203,0.415814,0.015352083,0.16490243,0.83930564,0.030930327,-0.019705158,0.010464199,0.513718,474.09808,232.16322,901.0104,26304.287,-0.01584101,-0.017108634,-0.008503695,-0.0023708045,0.014452405,0.0067294836,1078.2961,266413.75,962.1112,1.2266435e+06,2528.6802,1441.8236,532.2078,22.285595,3.2105085e+06,1.3101391e+06,4.2749805e+06,2.2857395e+06,2.1266788e+07,6.680435e+06,2.7844258e+07,1.6838734e+07,1.0043371,Synthetic_Attack
444.00073,8.3341576e+07,949.6979,879.3334,281297.25,1.5343405e+06,1694.9989,3.9932883,241.69374,272.34512,2401.6538,3.5149567,787.00494,536.3914,27423.04,1163.1938,1.6502548e+06,5.985918e+06,2.9377902e+07,4533.2925,7.754668e+07,3.0895225e+06,6.1737875e+06,3.1022854e+07,1.7153401e+06,7.920087e+07,1.9060316e+06,6.2335615e+06,2.7906632e+07,250.81268,0.4708266,-0.03276762,0.035637107,-0.0038469546,24651.43,20798.701,1690.9277,8.32203,3.7453117,3526.2495,529.9763,592.73755,1.5588241e+06,0.0060106926,0.49484062,-0.014229221,0.17662081,0.8307113,0.015652267,-0.011990765,0.043127306,0.5694824,497.49185,243.72456,890.7549,26788.219,0.022619434,-0.023163855,0.0032532867,0.00980572,0.047702078,-0.02931616,1045.3745,211203.75,962.90686,1.0498805e+06,2584.8384,1369.8177,500.13757,22.425854,3.5729455e+06,1.3934535e+06,5.453386e+06,2.4438702e+06,2.4279956e+07,6.2796695e+06,2.8826392e+07,1.6757402e+07,1.0365334,Synthetic_Attack
443.98666,8.26542e+07,1310.329,1142.8639,292036.9,1.5050274e+06,1974.1819,4.023669,237.94534,239.86023,3690.563,3.6770875,1040.606,589.1993,36616.71,3125.0344,1.2963288e+06,4.8245835e+06,2.8282692e+07,7851.5684,8.3849256e+07,2.134043e+06,4.8119955e+06,2.4182606e+07,645521.75,8.4110424e+07,1.4729946e+06,5.355977e+06,2.6187406e+07,269.97742,0.3843588,0.050778635,-0.013100699,-0.004903473,33984.527,27199.383,2773.522,9.937166,4.139855,4172.043,472.49527,814.1577,1.5119632e+06,-0.018485144,0.40797597,0.016361624,0.14277384,0.8700546,0.03118243,0.015839923,-0.0030765757,0.46186563,498.60016,239.86377,907.37964,30702.002,-0.0150661105,-0.019690312,0.023784816,0.020561475,0.0074274987,-0.0035509951,1321.2408,317786.66,1109.4255,1.9355884e+06,2378.518,1391.8795,729.2918,23.038725,3.155436e+06,1.0816316e+06,4.111523e+06,2.297642e+06,1.7495762e+07,6.8849635e+06,2.6419942e+07,1.4687498e+07,0.9972185,Synthetic_Attack
443.98917,8.8604536e+07,1298.7145,1186.7119,297025.6,1.7932399e+06,1942.5653,3.777207,221.63278,243.76135,3774.685,3.534227,974.4924,593.9858,30028.824,2483.0244,1.2358941e+06,4.857244e+06,2.8653768e+07,4973.569,8.273611e+07,2.7449538e+06,5.147905e+06,2.6450704e+07,1.4314362e+06,8.810382e+07,1.7178394e+06,6.039153e+06,2.7014166e+07,255.20523,0.35928956,0.004135933,-0.008332927,-0.001318194,33074.754,27505.438,1783.3649,10.255644,3.6757746,4692.79,521.82916,832.359,1.550732e+06,-0.020751655,0.38503683,-0.011428675,0.14399818,0.85542816,0.01162649,0.0026680678,-0.0054878443,0.46259186,499.56918,207.39018,938.0151,34132.31,-0.023389338,0.051632777,-0.012882158,-0.0018119216,-0.028759606,0.00649387,1275.5842,275968.9,1117.1561,1.9211831e+06,1978.4578,1395.5239,796.677,23.29559,3.195713e+06,1.3796279e+06,4.0263845e+06,2.2271555e+06,2.0260662e+07,6.6969015e+06,2.611604e+07,1.690905e+07,1.001814,Synthetic_Attack
443.99634,8.368763e+07,1150.8717,1021.86584,263540.8,1.5093548e+06,1780.5085,3.9928195,233.27902,262.83066,2889.1545,3.7901223,889.07416,518.1005,33860.633,3303.8433,1.5921355e+06,5.582284e+06,3.0672222e+07,3531.2683,8.081527e+07,2.5799792e+06,5.4910575e+06,2.7652274e+07,1.079539e+06,8.052147e+07,1.8348191e+06,5.9495345e+06,2.6080414e+07,283.33582,0.44967178,-0.0035905614,0.019834448,0.0012758449,26894.03,24222.85,2411.1953,9.534387,3.9662905,4248.893,465.52615,710.98975,1.5471565e+06,-0.03259397,0.45307243,0.0133169275,0.15887539,0.82351995,0.031977687,-0.011272328,-0.0008668229,0.53271335,472.96536,246.6509,855.50476,26536.914,-0.019807383,0.015030654,0.014254499,0.017909456,-0.004033584,0.006415479,1070.8478,215528.53,1055.8695,1.3032121e+06,2517.7285,1409.3615,601.98096,22.761478,3.2037312e+06,1.3460642e+06,3.8543212e+06,2.4293968e+06,2.107902e+07,6.320529e+06,2.7605556e+07,1.7355394e+07,0.9907371,Synthetic_Attack
